edad,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,num_productos,genero_Masculino,genero_Otro,region_Norte,region_Sur,estado_civil_Divorciado,estado_civil_Soltero,uso_app_Bajo,uso_app_Medio,tipo_plan_Estandar,tipo_plan_Premium,canal_registro_Tienda,canal_registro_Web,dia_semana_registro_Jueves,dia_semana_registro_Lunes,dia_semana_registro_Martes,dia_semana_registro_Miercoles,dia_semana_registro_Sabado,dia_semana_registro_Viernes,abandono
41.0,609660.6680213786,563062.1607591605,2254578.7173763285,713.630320420519,90.0,14.0,60.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75.0,913880.8768356736,121509.40741068836,2489481.550247067,538.8712908595353,62.0,5.0,266.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,768635.0102596397,628784.5635841012,1654067.711955168,582.0010278768406,116.0,8.0,306.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
26.0,956942.4279578852,417299.5566851447,1831237.1947799148,669.9302533777889,63.0,2.0,93.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
55.0,576040.6873492793,619062.8252273579,2020387.5154509612,482.5281771859222,33.0,8.0,114.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42.0,900220.8660790103,532574.3192791967,2931380.7121055266,649.5907291619886,11.0,4.0,289.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
73.0,324308.4879708113,423586.5027667585,1918235.0827435025,596.682287737366,56.0,19.0,243.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
67.0,662859.9095288019,347550.38086836494,2542649.086686492,450.5119065000984,88.0,10.0,185.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
29.0,740627.0315341895,371021.3683838186,3393300.749150598,425.61434712781386,55.0,2.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
60.0,799458.5306389834,221698.7144474902,1889322.3112147923,531.5876722612601,91.0,13.0,126.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,1221189.2546388991,326446.1006721652,2117814.0203886754,470.7120256360879,72.0,17.0,125.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
39.0,578075.3378740025,623387.4120101036,3396054.702530046,736.7985592522656,80.0,7.0,117.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
58.0,1024722.1090163572,639318.1470384875,2072125.7161365775,535.9001451332003,77.0,19.0,172.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
75.0,729546.6487709912,384588.1669603013,2521045.683323597,576.883855612267,51.0,3.0,244.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
49.0,518755.3111779094,386275.8736846223,2981560.599519788,554.102876278886,85.0,18.0,358.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
72.0,838803.2834396873,522635.6811998433,2516438.872149286,601.0948935201426,96.0,19.0,147.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50.0,1254495.3518658753,369063.7940631236,1594765.461142263,593.2649472151082,12.0,13.0,50.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61.0,767063.0153786247,377761.07073152135,1563440.5156831923,615.130386879234,26.0,18.0,297.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
38.0,972219.8637213513,361071.764752712,1955223.462088579,705.1521847724675,1.0,17.0,186.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29.0,708832.2406112632,431984.341876624,2208758.3363421466,427.3008647560344,62.0,1.0,287.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
64.0,810296.6745545908,750260.0416529232,1833967.353031247,737.9396971801532,101.0,9.0,362.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
19.0,1229764.7201079098,398746.78581756074,3554988.868112088,552.911732680212,101.0,16.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
23.0,815409.4292043023,398746.78581756074,2151820.8186430205,490.88415601741,8.0,17.0,284.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69.0,622508.4881645349,160038.45145729565,2320890.9643853432,543.5253812446308,19.0,16.0,225.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75.0,641606.8929232811,567697.3279512116,2835432.1786415684,621.1361485938995,96.0,1.0,182.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
65.0,922588.7595639532,415863.7860198875,1096324.5142446042,668.8484582051177,4.0,17.0,62.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
31.0,1179267.6580646578,444738.2785912992,2816013.1638162043,621.0943704732551,93.0,9.0,352.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
75.0,1182141.136387086,349928.2785170366,2300569.1313565555,657.7358472662224,63.0,9.0,86.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,804753.3494655648,352440.1960905629,3122662.285238888,737.3722020678515,101.0,5.0,303.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
69.0,524422.1741605422,315218.75185940095,1739905.1059140505,657.5193750255713,102.0,8.0,95.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,529652.461869465,666617.394975634,2845284.655845295,546.1735426077246,107.0,16.0,169.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
43.0,582728.5378153167,478646.7473508037,1655560.1226533724,601.0948935201426,66.0,18.0,51.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44.0,1115540.252836079,171182.16835052366,3236998.97022741,832.481017331459,74.0,16.0,53.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
51.0,1001229.82458422,641980.8004644793,2064266.1468196972,656.2969648313443,14.0,9.0,340.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
41.0,437776.8104395964,397781.5674990371,1199115.0420579037,688.3288068904458,82.0,4.0,351.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76.0,804753.3494655648,206474.0518685902,1560015.1408998345,650.4926034057863,30.0,4.0,108.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,761893.5916375489,519598.4738508365,2563815.656797732,453.8105607702983,111.0,10.0,72.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
36.0,398904.5596510336,527496.3916813119,1608334.2389811971,691.6057028537525,80.0,16.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,566916.4177936811,380119.9588982468,1369480.8550876956,614.1426694674982,96.0,11.0,330.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55.0,395701.7179014446,451420.39892315393,3358285.026019986,472.21391982139846,9.0,10.0,41.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.0,915909.5314475286,194764.67310552447,1751075.6202460253,716.6274087651287,3.0,11.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35.0,276694.2713934421,362658.3249111944,1691989.7086598775,390.4426056777297,69.0,10.0,354.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
69.0,885553.2306354609,229794.76195038628,2313638.385797946,583.4455034898267,78.0,7.0,46.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.0,1449056.557836216,313937.64125785,612326.5008047207,268.92461914494135,59.0,12.0,308.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.0,443532.17515459546,627765.0242974542,2600039.1104352167,710.4542993291535,73.0,15.0,74.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19.0,1091728.305279909,411752.4625438857,2532169.5870024133,774.0531172511039,84.0,8.0,352.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
47.0,725541.0561381034,457606.55484726897,467178.9896728429,633.3371011531548,71.0,18.0,38.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
32.0,548276.4957160772,557521.5937361801,1543900.8130077035,789.7669746966731,55.0,11.0,184.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.0,998073.0535356966,627767.8831209912,627985.0172526073,877.7573586869152,44.0,10.0,67.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70.0,763568.1421549595,523351.3296713969,1672383.8745167386,763.211001752989,35.0,4.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
68.0,922468.7541495584,562547.6124377965,2153017.7467783,475.46095838788665,76.0,10.0,321.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
58.0,682208.7977786222,569074.0424444738,1978623.711408752,751.4292587047338,5.0,18.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
19.0,747894.7743743532,559952.272123538,2351041.2712969733,777.4677090852285,80.0,18.0,347.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26.0,978681.603315922,398746.78581756074,2142093.723467034,554.2078365396302,39.0,11.0,18.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.0,541576.0388926879,364798.4680691352,2535043.8271279978,679.1219769937333,32.0,11.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
63.0,1001328.7767807364,529955.5126228258,2489428.676431524,676.5196131598025,103.0,17.0,54.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,682493.9219095364,557078.9482537082,1600000.3269804602,636.3653717417405,91.0,8.0,280.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
34.0,974769.026271801,506321.9644574026,3574435.138055245,450.9359541093411,103.0,13.0,159.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
72.0,1156894.5435040651,225960.54519064023,1069820.873034008,493.3791545185612,67.0,4.0,364.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
60.0,568941.6757784132,248187.40029791545,2136146.6315702763,601.0948935201426,72.0,19.0,335.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
72.0,697761.2669546439,351491.6482544425,2495640.668189092,576.5876878708714,106.0,5.0,176.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
68.0,1034713.848443248,398746.78581756074,412674.34574153647,602.0897497886647,76.0,7.0,191.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
38.0,804753.3494655648,793071.97501975,2588523.919211085,412.6447657447699,73.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
22.0,756745.937549144,599531.6468426377,2044151.6582202408,494.1738689983456,99.0,17.0,148.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
55.0,594709.8377401027,177920.4503541076,1944316.879251394,452.6503872031003,49.0,2.0,357.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
77.0,852870.3595876348,650784.4736886434,3140002.5783730084,646.198478142564,35.0,11.0,20.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
53.0,937484.7246021848,514136.52727030055,3463624.804919242,719.0866265892569,14.0,4.0,209.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35.0,838748.7213722151,608123.0350875704,3413783.019404013,554.6780409064867,27.0,3.0,312.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22.0,359082.1933882123,256981.04771534813,2102409.581777768,670.4520117806483,75.0,5.0,226.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
74.0,804753.3494655648,434672.5782511781,2399283.259233831,379.6650399214136,45.0,18.0,179.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
60.0,832105.0726133984,252412.69075194356,4016236.546822161,538.8909388742674,98.0,15.0,278.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53.0,804753.3494655648,535285.9776395792,3216977.012908031,446.28913192144455,45.0,16.0,150.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35.0,629201.4679146418,352658.67898500664,2313557.695968624,496.1875668861386,2.0,1.0,151.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69.0,1059585.0893140037,595977.1438286765,3893173.4130647145,562.6639389535904,25.0,12.0,23.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,822941.2497924195,316545.3015279925,2106135.3330535702,601.0948935201426,77.0,2.0,147.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,326378.69624624826,348584.5133611851,2239088.565470309,689.5635034790414,58.0,18.0,317.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
53.0,871833.0236284886,398746.78581756074,1961079.488114224,376.3420309088366,82.0,9.0,223.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,1070213.0918220554,503987.2489010596,2573047.874084205,432.47966305634816,104.0,17.0,175.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
68.0,389072.9888058428,304134.65482912963,2250876.8133704043,552.1922223821911,81.0,17.0,94.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
66.0,338245.2990351487,347182.64786161564,1102917.143413879,585.197105008078,92.0,9.0,179.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
49.0,910661.320155748,427188.0729015155,1514627.6894010138,637.6933960867151,103.0,3.0,167.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,1121723.400576174,416445.73065502656,1910476.163514071,449.0818123189656,115.0,16.0,207.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
27.0,787482.8080714513,787586.8348106495,2078480.9195246196,356.335368117947,103.0,14.0,359.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
55.0,954189.058927948,466296.0562476805,1986004.978048552,540.7304205761202,60.0,3.0,350.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
27.0,573602.8923161944,398746.78581756074,764063.3132579543,532.9466848175193,32.0,10.0,55.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49.0,445239.2326401231,609127.2737397385,2362654.31251435,440.80115708747473,83.0,10.0,21.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78.0,1014382.7991219544,680754.5145164563,2425088.421801181,594.2683303778196,103.0,16.0,223.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
34.0,934074.0422999448,398708.05609247024,2780166.590295044,544.064009012924,41.0,13.0,132.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
71.0,1249053.1910818568,596308.3268624883,2283430.7001286303,651.9204826183477,102.0,17.0,241.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,704776.264565286,526026.016264155,2129344.6434708,533.3338202905024,9.0,1.0,103.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
66.0,618768.1614377247,264090.8382023389,2136180.030846157,767.6844975545645,96.0,1.0,113.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21.0,979057.04070426,263687.5070580706,2561246.933785832,558.6226354179612,79.0,9.0,246.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
29.0,1151485.9771245965,493519.9098951523,2895703.710071729,711.031046294727,69.0,4.0,23.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
58.0,543791.7416119522,214701.9936930862,2405565.987343994,504.3510465591593,1.0,15.0,69.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
72.0,765262.8199620368,376420.1049071551,1635346.913963393,498.7395003445106,7.0,4.0,55.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
64.0,1094052.8643415072,507856.7378859802,1893685.4096074968,534.3909216160184,22.0,15.0,172.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
79.0,1109243.0462348063,668856.1021685686,652610.1768301267,545.0674678690995,110.0,9.0,112.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
28.0,755959.3054873713,366776.1852205114,3841609.994632005,548.3318868128343,37.0,14.0,362.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77.0,974696.9055318448,524966.3399741667,4420235.25144,628.767579316276,55.0,8.0,206.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29.0,630725.9988475378,586104.556899499,1602706.45169672,672.2754242795197,100.0,13.0,352.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
44.0,767237.2198257447,421208.71411036456,2563515.35622848,615.8989961550112,65.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
74.0,631663.0679942006,290843.8759679863,1390853.122100411,553.9066648858698,73.0,16.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59.0,723031.1774702086,531494.0097371582,2063456.391914684,719.9354364161042,50.0,16.0,336.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
73.0,1223295.1827218866,497809.1878204534,1396162.172492241,512.0191576632358,13.0,17.0,261.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
23.0,953587.2928085108,585957.069345463,2130236.986653293,728.509045544304,48.0,5.0,252.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,307902.66621725034,495161.9335265324,2860396.627774523,615.7084082414966,62.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28.0,637581.3958605935,202886.06578132272,402099.8623813933,548.258926238396,87.0,1.0,272.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
50.0,1090336.357216871,548311.0320830878,2043723.5219734544,601.0948935201426,81.0,5.0,172.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
