id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
1360,2021-06-21,20,Femenino,Norte,Divorciado,629330.8634152266,445039.10789942584,1502995.3462190048,,110,7,155,Medio,Basico,3,1,Web,Domingo,4,6781,1
1361,2020-07-02,26,Femenino,Norte,Soltero,751576.3785617307,313784.2324678794,2665730.598078575,616.4756477599573,54,17,215,Alto,Premium,2,1,App,Miercoles,19,4581,1
1362,2020-11-22,23,Otro,Sur,Casado,869479.9715346587,454686.63668134256,2433443.009650802,580.258133520071,81,8,74,Bajo,Estandar,1,1,Tienda,Jueves,1,5925,0
1363,2021-02-20,53,Masculino,Sur,Soltero,553958.8881295191,314267.85409299936,2658168.35796402,549.7539874938317,115,15,195,Bajo,Premium,1,0,App,Jueves,14,5598,1
1364,2018-02-28,20,Femenino,Norte,Casado,,716732.5592061132,782373.4272287597,695.064224226261,116,8,173,Alto,Premium,1,1,Web,Sabado,23,3599,0
1365,2019-10-02,22,Masculino,Norte,Soltero,676507.4648080063,361539.8190017824,2328087.180064834,651.2734543461083,89,1,261,Alto,Basico,4,0,Tienda,Domingo,15,8359,1
1366,2019-05-01,60,Masculino,Centro,Casado,827551.5419202199,388143.1288660009,1846090.3871709448,645.939936917674,81,9,358,Alto,Basico,3,1,Web,Miercoles,22,1443,1
1367,2022-07-19,30,Otro,Centro,Divorciado,817451.1898595418,417367.359931932,1817184.484868398,594.5945970960929,65,11,185,Medio,Premium,2,1,Web,Sabado,7,6280,0
1368,2018-01-18,32,Femenino,Centro,Casado,650425.6674398293,274707.1383081692,2751629.4124452425,618.8176474094847,98,3,122,Bajo,Estandar,2,0,App,Jueves,1,4819,0
1369,2023-04-12,46,Femenino,Sur,Casado,894876.0398968932,416836.6267288441,1394273.0254460583,521.220236942585,67,18,213,Medio,Premium,4,1,App,Domingo,2,1183,1
1370,2018-07-29,56,Otro,Norte,Divorciado,794508.5206181243,413109.00782795297,2605768.259989111,740.6779145102772,118,10,181,Bajo,Premium,3,0,Web,Sabado,22,5995,0
1371,2023-01-11,57,Femenino,Centro,Soltero,776529.2474121994,443334.31488858315,2386841.6128139333,495.88306258539046,65,8,65,Bajo,Estandar,2,0,Web,Martes,4,1119,1
1372,2021-12-20,35,Masculino,Sur,Casado,920737.3027580993,265946.2180818127,1319106.7969902824,643.1827704831551,74,2,34,Medio,Basico,2,1,Web,Martes,18,5733,1
1373,2022-09-20,54,Femenino,Norte,Casado,439063.5099217381,365791.1133202321,2675830.7297385233,,104,5,125,Medio,Estandar,3,1,App,Viernes,0,3947,0
1374,2018-10-18,52,Femenino,Centro,Soltero,683885.7902575607,94488.74286397168,1578192.543563845,700.3561761898878,91,3,157,Bajo,Estandar,2,1,App,Martes,1,9899,0
1375,2022-11-13,56,Femenino,Centro,Soltero,180831.41033214272,620299.1406903816,3112552.9969262853,686.4091455944568,28,12,41,Alto,Premium,4,0,App,Jueves,11,8199,0
1376,2019-05-22,44,Femenino,Centro,Divorciado,904119.635235821,472261.7903021682,3068913.9493965358,544.37223510401,70,5,174,Medio,Estandar,5,0,Tienda,Sabado,8,8315,0
1377,2019-12-07,35,Masculino,Sur,Soltero,496121.86631168507,376918.5770357523,1636267.2958702054,582.1516081804489,34,13,23,Bajo,Premium,3,0,Tienda,Domingo,5,2517,1
1378,2021-08-30,20,Masculino,Sur,Soltero,885632.8421681279,445289.1617661913,2140174.965290664,583.7022251876003,2,17,353,Medio,Estandar,3,1,App,Lunes,5,5854,1
1379,2022-11-01,40,Masculino,Sur,Divorciado,837746.7490231101,419687.5383530363,1857648.1094446084,629.3869820768765,92,2,114,Alto,Premium,3,0,App,Domingo,11,5733,0
1380,2022-05-21,33,Masculino,Sur,Casado,818179.0361035152,565742.3621819508,2221412.61852679,597.6541332994491,35,8,164,Bajo,Basico,4,0,Tienda,Lunes,1,1463,1
1381,2018-06-28,69,Femenino,Norte,Casado,1033207.6405525682,526237.3750661616,1912305.9116373828,675.7259796993355,11,19,314,Alto,Premium,5,0,Tienda,Lunes,20,9191,1
1382,2021-07-04,21,Otro,Norte,Soltero,957575.4499442016,66736.76294202148,527725.66879896,498.6141027834881,46,18,335,Bajo,Basico,1,1,App,Lunes,18,6896,1
1383,2021-01-31,36,Masculino,Norte,Divorciado,269664.6959344016,497860.28260116774,1551888.8795353794,679.6990099655033,85,10,254,Medio,Premium,1,0,App,Lunes,7,2951,0
1384,2022-07-23,73,Otro,Centro,Casado,1133327.26978409,429136.71943131235,2088408.5706538998,549.4741867661519,83,15,340,Alto,Premium,2,1,Tienda,Lunes,8,7166,0
1385,2022-02-28,54,Otro,Sur,Casado,855027.1975960021,319919.0230394736,533491.5877677845,493.51878176032835,16,5,1,Medio,Premium,3,0,Tienda,Sabado,2,8570,0
1386,2019-08-04,34,Otro,Norte,Soltero,973064.0076587579,264413.83626741753,2484108.4227392445,760.5343273052156,2,1,60,Medio,Estandar,2,1,Web,Miercoles,5,1803,0
1387,2019-06-09,61,Masculino,Sur,Divorciado,749050.7090416536,219699.787582328,1544005.5078221804,521.2045440513272,114,9,98,Bajo,Basico,3,0,App,Domingo,11,5966,1
1388,2018-04-08,32,Masculino,Sur,Casado,909093.2768675291,355115.59146750416,2231826.5953909103,,95,12,359,Bajo,Basico,1,0,App,Domingo,18,9365,1
1389,2018-02-11,54,Femenino,Sur,Divorciado,1022066.16143417,501086.0331031872,3210948.0208561025,453.19739590226396,92,11,162,Alto,Premium,1,1,Tienda,Viernes,11,7987,1
1390,2020-06-28,62,Femenino,Norte,Divorciado,,467350.8604231468,2238505.4851103914,493.282036253465,95,16,20,Medio,Premium,4,0,App,Martes,2,3337,0
1391,2019-11-28,31,Otro,Centro,Soltero,989248.9525428603,430550.31063431717,1428311.8508030567,491.8476593396719,44,5,151,Bajo,Basico,4,0,App,Martes,8,6045,1
1392,2023-02-09,63,Femenino,Sur,Casado,854404.0009013537,221597.11477816908,1782457.3670498757,456.05626944429764,76,2,135,Bajo,Premium,4,0,Web,Viernes,14,6268,0
1393,2020-02-23,50,Masculino,Norte,Soltero,616477.1558410972,437750.7934295618,2221899.4288803968,877.4174167640608,91,9,163,Bajo,Estandar,1,0,Web,Lunes,1,6920,1
1394,2020-06-28,28,Femenino,Norte,Soltero,857108.2913763333,634873.9741196305,1615918.247023615,718.6515622256755,19,4,282,Medio,Premium,1,0,App,Jueves,13,5206,0
1395,2021-08-11,51,Femenino,Centro,Soltero,604223.4147093226,357733.98634935805,2056292.0499063109,614.2603872498902,70,2,183,Bajo,Basico,2,0,App,Sabado,13,9790,0
1396,2019-02-25,34,Otro,Centro,Soltero,598824.3678469675,524823.9256625947,1318430.899127795,718.4509348899954,37,18,222,Medio,Premium,3,1,App,Sabado,7,4607,1
1397,2020-01-11,42,Otro,Sur,Divorciado,699350.743226404,663397.5046273204,847883.8386890066,771.8462368194745,46,14,57,Medio,Premium,4,1,Tienda,Domingo,22,4849,0
1398,2021-12-25,29,Masculino,Centro,Casado,760414.4779917642,474789.4605536164,1903329.8425946885,634.9530419154783,77,4,195,Medio,Basico,5,1,Web,Viernes,3,2258,0
1399,2021-01-06,37,Femenino,Sur,Casado,574379.8998450832,,1922286.8571959585,487.53452634013274,86,4,195,Bajo,Basico,4,0,App,Domingo,23,9478,1
1400,2019-10-29,35,Otro,Sur,Divorciado,816505.0876965453,446931.3968311319,2964556.852705585,505.88561691140364,43,12,50,Alto,Premium,4,1,Web,Lunes,20,6146,0
1401,2020-07-01,24,Otro,Centro,Soltero,1148870.0946602868,378139.0342564069,1124942.3883596375,,87,6,75,Alto,Basico,5,0,App,Jueves,9,7269,1
1402,2020-11-01,20,Femenino,Centro,Casado,677955.1543527596,402021.69336430915,1292153.9414520077,,115,11,267,Alto,Basico,3,0,Tienda,Viernes,20,4689,0
1403,2020-06-26,54,Masculino,Norte,Casado,699772.7564656382,390812.91590267984,1674787.8906596503,604.7453408879925,51,11,129,Bajo,Premium,5,1,Web,Miercoles,9,6609,1
1404,2023-06-08,39,Otro,Sur,Soltero,866236.6022346681,192983.45723340564,1047016.3847503758,643.1861215502057,74,3,141,Medio,Basico,1,1,Web,Lunes,0,1336,0
1405,2022-11-20,76,Femenino,Norte,Divorciado,636965.0669183477,474090.63927428995,2387107.908272994,627.0001005836577,45,17,117,Bajo,Estandar,4,1,Web,Jueves,6,3375,1
1406,2019-12-07,37,Masculino,Sur,Divorciado,1258566.4163623569,123527.21708725468,1981468.9958659064,645.0464008743359,75,16,353,Medio,Estandar,5,0,App,Domingo,17,2533,0
1407,2021-05-11,79,Femenino,Centro,Soltero,660666.3619945012,464532.22889366205,715067.9121171674,734.4751427611053,95,14,320,Medio,Estandar,2,1,App,Domingo,7,2958,1
1408,2018-07-26,50,Masculino,Sur,Casado,767032.8456627387,226755.6239174347,2558025.2093850705,,73,14,216,Bajo,Estandar,2,0,Tienda,Jueves,1,7330,1
1409,2021-12-30,25,Otro,Norte,Soltero,471142.05819618085,531351.0927334417,3512917.260418483,736.6227117754007,88,5,146,Bajo,Estandar,5,0,Tienda,Lunes,23,9016,1
1410,2021-08-23,20,Masculino,Sur,Divorciado,634629.5984922079,559764.6114746814,1948272.175958915,559.1046092927547,42,4,214,Bajo,Basico,2,0,App,Sabado,1,3678,1
1411,2023-01-31,67,Femenino,Norte,Soltero,1172901.400072878,381152.94283661083,1940149.322774284,596.3104671970389,7,15,150,Bajo,Premium,1,0,Tienda,Sabado,1,8986,0
1412,2020-08-06,26,Otro,Centro,Divorciado,755824.3268687759,149000.04125533407,1690041.5335932572,629.851119977402,95,11,139,Alto,Premium,3,0,Tienda,Jueves,12,1376,0
1413,2018-08-12,23,Masculino,Sur,Divorciado,882411.2962160009,466423.4046302858,3257094.1180189434,777.3924874249766,11,7,124,Alto,Estandar,1,0,Web,Miercoles,12,9503,0
1414,2021-03-01,26,Otro,Sur,Soltero,1187859.5242450403,590735.4776558527,2819665.713132767,607.6552870216526,67,17,363,Bajo,Estandar,3,1,App,Martes,2,7844,1
1415,2020-06-22,53,Otro,Norte,Soltero,635951.455027739,404560.60285937577,1411536.4908436434,679.6586000044845,26,2,161,Bajo,Estandar,1,0,Tienda,Viernes,17,1981,0
1416,2021-10-05,74,Masculino,Centro,Divorciado,526480.2387676318,523095.8815584016,2547348.2234556763,783.706260592965,51,3,209,Bajo,Estandar,3,1,Tienda,Jueves,10,7170,0
1417,2023-02-25,68,Masculino,Sur,Divorciado,991274.5883444429,233192.44632772577,1663718.0251545087,685.9228665096549,11,12,234,Bajo,Premium,1,0,Tienda,Sabado,7,5869,0
1418,2020-12-16,29,Otro,Norte,Soltero,798327.1882127064,323007.04554481205,1603181.4074494725,684.6611673830188,106,3,310,Alto,Estandar,4,0,App,Miercoles,2,7328,0
1419,2021-08-03,26,Femenino,Sur,Divorciado,1219329.1843232529,513811.02926895366,3412576.085491549,528.8163202489734,34,7,79,Bajo,Basico,4,0,Web,Lunes,1,2789,0
1420,2021-10-19,55,Femenino,Centro,Casado,831075.7843247298,137615.60339766846,2436487.388269408,676.8170307303417,36,16,159,Bajo,Premium,3,1,App,Viernes,10,5633,1
1421,2018-02-14,47,Masculino,Sur,Divorciado,919753.2108890526,304526.776784714,1115086.3717916626,513.0597814709738,113,4,292,Medio,Premium,4,1,Web,Martes,8,7591,1
1422,2021-08-12,23,Masculino,Norte,Divorciado,580731.1447174104,133777.23936595244,2180228.17118289,518.947025729014,28,15,190,Bajo,Basico,1,0,Web,Viernes,3,6793,1
1423,2019-08-06,72,Femenino,Centro,Casado,461912.200285894,510665.2073313439,2981230.2227102485,535.1219844515458,107,7,27,Alto,Estandar,5,0,Web,Lunes,11,9862,0
1424,2018-12-14,40,Otro,Centro,Casado,1205882.1678400477,527832.1430613692,2390781.128999644,561.4010643795982,43,13,256,Alto,Premium,2,1,App,Jueves,6,9834,0
1425,2019-06-29,46,Otro,Centro,Soltero,589368.7351743996,537091.894191399,783658.2906278914,594.3918112174258,41,4,348,Alto,Basico,4,1,App,Jueves,9,3154,0
1426,2022-03-01,56,Femenino,Norte,Soltero,911379.0501026697,390611.400638393,2437347.702659516,653.8101199771176,65,1,318,Medio,Premium,3,1,Web,Jueves,10,1292,1
1427,2018-07-11,68,Otro,Centro,Casado,429823.4201402343,472627.98224674567,986749.3430512178,671.9416249473636,85,4,152,Medio,Basico,5,0,Web,Martes,1,9168,0
1428,2020-05-08,79,Masculino,Centro,Divorciado,827590.1813786332,493062.5366717214,12835592.043251581,822.6732793784088,10,2,62,Bajo,Basico,4,0,App,Viernes,9,2662,0
1429,2020-02-23,79,Otro,Sur,Casado,755173.2406508364,444899.2471659194,2466266.8037153413,671.215590076468,48,15,235,Medio,Estandar,1,1,App,Viernes,21,6300,1
1430,2019-08-20,45,Otro,Centro,Divorciado,556918.2881168005,412544.9749412476,1656429.5607673684,642.3664666878891,97,12,212,Alto,Estandar,1,1,Web,Lunes,21,6147,0
1431,2018-04-24,44,Masculino,Centro,Casado,585379.0978412497,440576.4742794059,939810.4127642363,845.8442398403903,81,4,107,Alto,Basico,1,0,Web,Martes,9,2492,1
1432,2020-03-08,60,Otro,Norte,Soltero,1039976.5657383528,267260.72157926986,1167812.0216598108,,44,6,248,Medio,Basico,4,1,App,Sabado,14,5635,1
1433,2018-07-31,45,Otro,Sur,Divorciado,1031674.5906913412,365292.381670436,1969002.8045480219,571.9470543854437,53,19,323,Bajo,Premium,2,0,Tienda,Jueves,17,4565,1
1434,2023-02-11,75,Masculino,Norte,Soltero,877303.7415135915,418091.081500729,1864749.1264814117,529.1902917887398,104,1,183,Bajo,Basico,3,1,App,Domingo,16,7255,1
1435,2020-10-23,20,Femenino,Sur,Soltero,995496.8512678008,321473.606677754,2951963.54168742,423.1127856908199,17,15,43,Bajo,Estandar,1,0,Tienda,Sabado,0,8872,0
1436,2018-02-21,77,Femenino,Sur,Divorciado,585761.9569969593,375276.91639146255,1548384.899000452,484.55168235485644,9,19,222,Bajo,Estandar,5,1,Web,Martes,11,7686,1
1437,2018-03-03,44,Femenino,Sur,Divorciado,612634.0480325685,251372.3200606146,2584237.844590718,641.4070479268372,33,17,267,Bajo,Estandar,4,0,Tienda,Domingo,16,1261,1
1438,2019-09-09,34,Otro,Centro,Casado,876521.3182377703,360164.3895632858,1280855.3746298398,446.8665329283365,110,10,9,Bajo,Estandar,3,0,Tienda,Miercoles,5,5397,0
1439,2018-01-30,41,Otro,Norte,Casado,1154074.4548506248,171172.57946641368,2033533.6875809191,653.2178454684758,64,12,89,Alto,Estandar,3,0,Tienda,Martes,14,3029,0
1440,2018-11-10,56,Otro,Sur,Casado,658779.3144813047,462783.7026274815,1599824.2760237982,676.0615822560089,110,5,157,Alto,Premium,1,1,App,Jueves,19,6478,1
1441,2020-03-30,51,Otro,Centro,Casado,830434.1756103622,175935.4307571016,1280743.0151968212,610.5997346449263,70,3,320,Bajo,Estandar,3,1,App,Martes,23,6591,1
1442,2018-10-15,37,Masculino,Centro,Divorciado,1176134.7172997752,491860.3368079363,1875806.664127043,545.6759658384453,49,5,19,Alto,Premium,3,1,Tienda,Lunes,16,4098,0
1443,2020-10-29,61,Masculino,Sur,Divorciado,723566.8708745309,313268.3359780153,2123621.0029991614,540.1354502294687,61,3,285,Bajo,Premium,4,0,Web,Lunes,23,9538,1
1444,2018-05-04,63,Masculino,Sur,Divorciado,798778.8704195112,497690.9288471296,1617117.926117572,726.8373114671159,112,12,4,Medio,Estandar,2,1,Tienda,Martes,23,7964,0
1445,2023-01-27,51,Otro,Sur,Soltero,823530.4120027099,315140.6807457536,2823103.1976283947,512.7755857776399,54,6,186,Alto,Basico,4,0,App,Miercoles,20,2599,0
1446,2021-11-02,69,Otro,Sur,Divorciado,448067.6396641657,359180.0071248829,1148590.8266618298,554.3869021074372,51,7,128,Alto,Basico,1,1,Web,Domingo,8,8021,1
1447,2018-09-15,21,Masculino,Sur,Soltero,1042892.8416659508,552838.2099718659,3034784.12754606,645.970781062422,14,8,79,Medio,Estandar,4,1,Web,Martes,11,9500,0
1448,2019-12-28,77,Femenino,Sur,Soltero,791376.36944634,444431.589197718,2166602.248948343,565.8642888740393,118,6,2,Medio,Premium,2,1,Web,Domingo,20,8055,0
1449,2019-07-27,66,Otro,Centro,Soltero,475477.5841997286,480603.33083377715,1990461.5753260043,478.3115487896311,36,11,140,Medio,Estandar,3,0,Tienda,Jueves,7,5029,0
1450,2021-03-09,29,Masculino,Centro,Casado,172024.97071367945,,1562352.1783328135,556.6274893415236,16,8,180,Alto,Basico,2,0,Web,Martes,21,9685,0
1451,2019-11-02,71,Otro,Centro,Soltero,,444201.3494291859,2300483.014633331,372.84910028965896,67,8,195,Alto,Basico,5,1,Tienda,Viernes,21,2999,1
1452,2021-12-15,68,Otro,Norte,Divorciado,496211.5888184911,597411.9740699359,1540557.7950646598,663.0760692531877,6,14,337,Bajo,Estandar,1,1,Web,Miercoles,3,8840,1
1453,2022-12-24,55,Masculino,Centro,Divorciado,670372.9227863641,469360.71955805126,463333.84017519583,479.3814752738887,41,17,311,Bajo,Estandar,4,1,Tienda,Jueves,19,7274,1
1454,2018-12-31,79,Femenino,Norte,Casado,1130866.090973165,475744.97186597326,3629434.550519339,667.580315264752,18,15,67,Alto,Premium,5,0,Tienda,Martes,0,1848,1
1455,2019-07-11,49,Masculino,Norte,Soltero,1358443.8094005524,470809.27164767485,343037.02448074846,609.1805038278698,87,13,303,Bajo,Estandar,2,0,Web,Lunes,9,7031,1
1456,2018-10-13,65,Masculino,Centro,Divorciado,721330.1183968089,433440.90600952867,475972.8212918071,487.85895826695327,47,15,309,Medio,Premium,1,0,Web,Viernes,20,8246,1
1457,2021-06-26,64,Femenino,Norte,Soltero,752960.6036014899,431252.8267986769,1394596.814654048,537.8826115121135,21,10,268,Bajo,Estandar,1,0,Tienda,Martes,19,7283,1
1458,2018-07-11,77,Otro,Centro,Divorciado,876607.7729273067,394939.5937273254,2494244.1229129373,,20,16,98,Medio,Estandar,3,0,App,Martes,19,7167,0
1459,2018-09-22,72,Otro,Centro,Soltero,952870.5788858611,377412.01204660925,2069171.1514813947,664.9243400057593,78,9,242,Bajo,Estandar,3,1,App,Martes,12,2284,1
1460,2021-02-14,53,Masculino,Sur,Soltero,1099394.2011505978,432905.96530134644,1920642.9017053724,631.4219014046497,26,11,173,Alto,Basico,3,0,Web,Miercoles,8,1709,0
1461,2018-11-28,74,Femenino,Centro,Divorciado,1086886.1618828624,19533.68395937531,370750.1283620449,590.6444542258977,39,9,221,Bajo,Estandar,2,0,Tienda,Sabado,18,4515,1
1462,2018-01-27,39,Femenino,Sur,Divorciado,786583.2405998632,481710.55800640665,2650720.656121421,646.3574588585968,15,13,248,Medio,Basico,4,0,App,Martes,1,9131,1
1463,2019-05-11,22,Otro,Norte,Divorciado,678694.4888245572,324059.4811454698,2550345.567906874,549.0219413530168,26,13,171,Medio,Estandar,1,1,App,Jueves,23,1898,0
1464,2020-02-13,66,Otro,Norte,Soltero,952489.7210990028,287734.39563094935,2829827.506691954,667.1045438728135,81,1,28,Bajo,Estandar,3,0,App,Lunes,12,7154,0
1465,2021-08-11,58,Masculino,Sur,Soltero,,147057.08362226398,2282708.39991628,549.3425556833187,46,14,129,Bajo,Premium,3,0,App,Miercoles,16,5200,0
1466,2022-07-03,65,Masculino,Sur,Soltero,844695.5889380845,146082.44181966368,931500.0157069548,596.8374559033074,50,10,98,Alto,Premium,1,1,App,Martes,23,8466,0
1467,2021-08-15,43,Otro,Norte,Casado,1104748.0189097752,570104.9635186886,386934.06384426216,582.8075418099221,76,9,169,Medio,Estandar,1,0,Web,Martes,15,8795,0
1468,2018-03-15,72,Otro,Centro,Soltero,1045209.4461503124,367756.1042411211,1724860.0425217561,720.9803154790952,48,17,116,Medio,Basico,4,0,App,Lunes,18,4504,1
1469,2021-07-19,78,Masculino,Centro,Casado,283990.40810759267,298554.92828970804,2975490.2777452194,513.1894838571948,80,15,123,Alto,Basico,2,1,Web,Domingo,0,8914,0
1470,2023-02-07,65,Masculino,Sur,Casado,530988.7179723898,261513.4853491159,2311548.012547995,507.65851863086493,62,1,360,Bajo,Premium,2,0,Tienda,Sabado,14,1715,0
1471,2020-10-08,77,Otro,Centro,Soltero,1054596.2334605851,474616.88338529225,2180919.1336514596,639.9744615178316,114,10,63,Medio,Premium,1,0,Web,Domingo,23,3834,0
1472,2020-09-28,47,Femenino,Centro,Divorciado,1281157.9038075006,374415.31012626016,2286861.662564178,631.100325193324,28,2,169,Alto,Basico,4,1,App,Jueves,23,6161,0
1473,2018-12-05,24,Masculino,Norte,Casado,938409.8283025557,252250.0197761468,2210371.7431581225,642.6911987148522,8,4,219,Bajo,Estandar,4,0,Web,Miercoles,16,5005,0
1474,2019-08-19,48,Femenino,Norte,Soltero,491753.999617827,293514.62475112535,80077.66621777439,503.4384452506845,13,9,171,Bajo,Premium,2,0,Tienda,Domingo,9,9487,1
1475,2020-08-24,36,Otro,Sur,Casado,1052576.9762614977,397577.15750370023,1996387.468598295,600.1039997172207,74,1,283,Bajo,Estandar,3,1,Web,Jueves,13,1115,1
1476,2019-09-09,38,Otro,Sur,Soltero,687621.6780167527,361271.42198869225,2120198.9588086056,739.4010660471663,76,3,301,Bajo,Basico,4,1,Tienda,Sabado,18,3107,1
1477,2021-08-10,44,Masculino,Norte,Soltero,671578.2594753418,546585.004044822,1885172.6093224655,709.5818185919982,116,14,249,Bajo,Estandar,1,1,App,Viernes,18,7220,0
1478,2020-09-08,68,Femenino,Norte,Soltero,849828.8906981042,341393.30804161204,1891816.3727561522,622.9509802124066,3,2,24,Medio,Premium,4,0,Web,Domingo,19,6396,0
1479,2022-05-13,70,Femenino,Centro,Divorciado,720674.8365647504,,1067804.55237386,725.4581190828418,89,15,153,Medio,Basico,1,1,App,Jueves,12,8109,0
1480,2018-02-24,44,Otro,Sur,Casado,1074193.4196516154,271952.31594731176,2075426.9427285194,628.582431024477,46,3,31,Bajo,Estandar,2,0,Tienda,Martes,5,3308,0
1481,2023-01-13,56,Otro,Centro,Casado,1059091.588870483,381661.86333695316,1710875.5745192883,610.2936709736177,95,12,297,Alto,Premium,1,0,Web,Domingo,5,2754,1
1482,2020-02-08,20,Masculino,Centro,Soltero,649253.3848652869,621729.4641531379,1667223.5226295427,639.1143077487245,116,6,306,Medio,Estandar,3,1,Tienda,Domingo,3,4863,0
1483,2021-02-20,53,Otro,Centro,Soltero,977876.1660456058,652875.6747264287,2142410.3878808864,661.242308059657,33,17,235,Bajo,Basico,2,1,Tienda,Jueves,8,3109,1
1484,2022-11-03,70,Otro,Centro,Casado,809617.0640520497,667554.719578061,1832067.765677458,733.1697925890803,9,19,251,Medio,Estandar,4,0,App,Jueves,15,7912,0
1485,2021-12-21,40,Masculino,Norte,Divorciado,830814.5715621986,330700.89413620485,668851.0697011107,622.5379723534135,119,13,34,Bajo,Premium,5,0,App,Sabado,15,7285,0
1486,2018-12-01,76,Femenino,Centro,Soltero,682004.4462529771,458612.6460815561,1740216.5360046723,540.5396623501621,43,5,294,Medio,Basico,2,0,App,Sabado,7,9317,1
1487,2022-04-28,50,Masculino,Sur,Divorciado,997545.0097118684,470039.2320600198,2851770.1580376322,736.4743371780079,82,14,347,Bajo,Premium,3,1,App,Miercoles,22,4009,1
1488,2023-01-03,43,Femenino,Norte,Soltero,1107894.2573294786,400695.0573805384,2228597.1836927603,577.4978617670341,114,2,256,Bajo,Premium,4,1,App,Martes,14,2699,1
1489,2021-09-30,54,Femenino,Norte,Soltero,1199537.9057525245,271414.3283779381,1531210.769596286,686.2538340035106,34,6,180,Medio,Premium,2,1,App,Miercoles,17,4507,0
1490,2019-07-29,77,Femenino,Sur,Casado,833186.8722213301,337710.32027053233,847109.1245516196,584.8654096487538,110,12,303,Medio,Estandar,2,0,App,Viernes,3,8592,0
1491,2020-07-30,76,Femenino,Sur,Casado,,433157.2619138955,2738709.8442425756,582.393394544307,57,4,356,Bajo,Premium,1,1,App,Sabado,20,2746,1
1492,2022-06-10,49,Masculino,Centro,Casado,725498.9662198725,420075.85658924957,1304429.2455987304,797.9602904085223,9,4,285,Medio,Basico,5,1,Tienda,Lunes,19,7484,0
1493,2021-07-24,73,Masculino,Sur,Casado,,365932.11599636637,2940440.8533198517,625.1049717347669,78,11,230,Bajo,Estandar,5,0,Web,Domingo,12,3108,0
1494,2022-06-27,46,Femenino,Sur,Casado,756114.6755170738,,2600224.145940988,477.53658094160323,102,18,313,Alto,Estandar,4,0,Tienda,Sabado,22,6442,1
1495,2020-08-27,34,Masculino,Norte,Casado,451176.69579594827,416597.7716934831,4110248.9951288067,529.5229463285957,89,16,212,Alto,Estandar,4,0,App,Sabado,17,6062,0
1496,2019-03-20,57,Masculino,Norte,Soltero,758976.0855676858,320199.95979028946,2218517.3280283688,653.4685905257963,96,5,285,Medio,Premium,5,1,App,Jueves,20,2845,0
1497,2022-11-21,59,Femenino,Centro,Soltero,969761.8333547277,404692.22813305666,1379883.4991898444,557.9396175455062,60,10,295,Bajo,Estandar,2,1,Tienda,Jueves,6,3996,1
1498,2020-04-05,68,Otro,Centro,Soltero,914172.2421997128,545756.6858977055,1989437.8315529067,512.1567270226697,40,7,293,Bajo,Premium,2,0,App,Miercoles,14,9153,0
1499,2019-05-30,59,Femenino,Norte,Casado,436476.3061465745,534917.9373621185,3080375.7348794583,697.5372067660097,28,11,347,Alto,Premium,4,1,App,Viernes,4,3783,0
1500,2020-08-25,32,Otro,Norte,Soltero,,312330.21047724073,2020110.6486578223,892.6437414369476,27,18,214,Bajo,Premium,1,0,Web,Miercoles,21,7950,0
1501,2022-06-29,18,Otro,Centro,Casado,700452.649259438,429934.6971876695,2745534.2749238214,548.1883821049898,71,11,194,Alto,Estandar,2,1,App,Jueves,3,6092,0
1502,2021-10-31,65,Otro,Centro,Casado,500013.00434780313,276391.43939753214,2052576.7311409367,572.5726263354317,64,4,286,Alto,Estandar,1,0,Tienda,Viernes,23,2594,0
1503,2018-01-28,57,Femenino,Centro,Soltero,1243370.6791041638,467342.60435415694,1640494.8185249316,608.029909058779,58,9,317,Alto,Estandar,2,0,Web,Viernes,18,5937,1
1504,2019-02-02,32,Femenino,Sur,Divorciado,872704.6788179314,316625.66480885504,2340726.6980483886,669.287605094025,12,19,279,Bajo,Premium,4,1,Web,Viernes,15,9550,1
1505,2021-04-14,50,Masculino,Norte,Divorciado,,277950.895114099,1352162.1175544304,664.5856541628418,116,11,79,Bajo,Estandar,2,0,Tienda,Sabado,21,8814,0
1506,2020-08-23,61,Femenino,Norte,Soltero,625182.0154170376,414683.92883750144,3133583.8987658736,711.9362973303139,51,3,31,Medio,Estandar,5,1,App,Miercoles,6,2601,0
1507,2021-11-17,56,Femenino,Sur,Casado,844096.581167576,571433.1092495013,1140770.735827394,608.8908884010505,102,4,262,Medio,Estandar,4,1,Tienda,Sabado,16,3085,0
1508,2023-06-20,58,Femenino,Norte,Divorciado,120085.81938713905,588078.361369956,2570605.8947502966,711.5982368888824,8,13,99,Bajo,Estandar,3,0,Web,Lunes,17,1857,1
1509,2022-02-23,27,Masculino,Sur,Soltero,804818.084939637,387859.37712942815,2535167.512734188,676.6628689655679,21,1,343,Medio,Basico,2,0,Tienda,Jueves,2,6417,1
1510,2022-04-19,19,Otro,Centro,Soltero,906040.5987730757,253235.34256475852,1951678.9602433522,621.4598741803961,19,9,219,Bajo,Estandar,2,1,Web,Domingo,21,3289,1
1511,2018-02-28,40,Femenino,Norte,Soltero,825356.2927829309,452994.76354683057,2793244.410573606,715.2766753240301,11,16,116,Alto,Premium,3,0,Web,Sabado,17,8102,0
